refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Constructor Signature;constructor;0.97;114-130;voldemort.store.routed.RoutedStore.RoutedStore(String, Map, Cluster, StoreDefinition, int, boolean, long);114-131;voldemort.store.routed.RoutedStore.RoutedStore(String, Map, Cluster, StoreDefinition, int, boolean, long, FailureDetector)
Change Constructor Signature;constructor;0.94;144-177;voldemort.store.routed.RoutedStore.RoutedStore(String, Map, Cluster, StoreDefinition, boolean, ExecutorService, long, long, Time);145-177;voldemort.store.routed.RoutedStore.RoutedStore(String, Map, Cluster, StoreDefinition, boolean, ExecutorService, long, FailureDetector, Time)
