refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.83;69-73;org.apache.cassandra.transport.Frame.create(Message.Type, int, int, EnumSet, ByteBuf);70-74;org.apache.cassandra.transport.Frame.create(Message.Type, int, ProtocolVersion, EnumSet, ByteBuf)
Change Constructor Signature;constructor;0.95;92-98;org.apache.cassandra.transport.Frame.Header.Header(int, EnumSet, int, Message.Type);88-94;org.apache.cassandra.transport.Frame.Header.Header(ProtocolVersion, EnumSet, int, Message.Type)
