refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Constructor Signature;constructor;0.89;92-98;org.apache.cassandra.transport.Frame.Header.Header(int, EnumSet, int, Message.Type);93-100;org.apache.cassandra.transport.Frame.Header.Header(int, EnumSet, int, Message.Type, long)
Change Constructor Signature;constructor;0.95;87-90;org.apache.cassandra.transport.Frame.Header.Header(int, int, int, Message.Type);88-91;org.apache.cassandra.transport.Frame.Header.Header(int, int, int, Message.Type, long)
