refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Extract Method;method;0.55;418-422;twitter4j.TwitterImpl.getFriendsList(String, long);422-426;twitter4j.TwitterImpl.getFriendsList(long, long, int)
Extract Method;method;0.55;412-416;twitter4j.TwitterImpl.getFriendsList(long, long);422-426;twitter4j.TwitterImpl.getFriendsList(long, long, int)
