refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.64;135-137;org.elasticsearch.search.suggest.SuggestionSearchContext.SuggestionContext.getShard();124-126;org.elasticsearch.search.suggest.SuggestionSearchContext.SuggestionContext.getShardContext()
Change Constructor Signature;constructor;0.75;77-79;org.elasticsearch.search.suggest.SuggestionSearchContext.SuggestionContext.SuggestionContext(Suggester);53-56;org.elasticsearch.search.suggest.SuggestionSearchContext.SuggestionContext.SuggestionContext(Suggester, QueryShardContext)
