project,index,git-merge,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j
bad/bad,0,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.0,22.5
bad/broken,0,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.0,22.5
sample/sample,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
sample/sample,1,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0
sample/twitter4j,0,0.002784290738569754,0.01575327268693144,0.0,0.0,0.0,0.0,,0.0121301775147929,0.0,0.001607717041800643
