project,mc,git-merge,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j
sample/sample,2,0.001474618911743164,0.04068493843078613,1.116490364074707,0.7125036716461182,0.7129878997802734,0.4678187370300293,1.3490657806396484,0.010106086730957031,0.4840538501739502,0.15470361709594727
bad/broken,1,0.0007398128509521484,0.020139455795288086,0.7144114971160889,0.4962892532348633,0.5525236129760742,0.23155808448791504,0.8759171962738037,0.0030002593994140625,0.3985438346862793,0.07880210876464844
sample/twitter4j,1,0.0013191699981689453,0.06489253044128418,1.6457817554473877,7.818336486816406,8.301641464233398,0.6181035041809082,,0.10600996017456055,1.003812313079834,1.4668567180633545
bad/bad,1,0.00075531005859375,0.02011394500732422,0.5073208808898926,0.379131555557251,0.3749361038208008,0.326047420501709,0.6416840553283691,0.004459857940673828,0.28066086769104004,0.07773160934448242
