refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Extract Method;method;0.72;280-309;lombok.javac.handlers.JavacHandlerUtil.deleteAnnotationIfNeccessary(JavacNode, Class);300-332;lombok.javac.handlers.JavacHandlerUtil.deleteAnnotationIfNeccessary0(JavacNode, Class<? extends Annotation>[])
