refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.63;114-117;org.antlr.v4.runtime.atn.PredictionContext.compareTo(PredictionContext);266-268;org.antlr.v4.runtime.atn.PredictionContext.isEmptyLocal(PredictionContext)
Change Method Signature;method;0.82;551-612;org.antlr.v4.runtime.atn.PredictionContext.getCachedContext(PredictionContext, PredictionContextCache, IdentityHashMap);270-328;org.antlr.v4.runtime.atn.PredictionContext.getCachedContext(PredictionContext, ConcurrentMap, PredictionContext.IdentityHashMap)
Change Method Signature;method;0.64;96-97;org.antlr.v4.runtime.atn.PredictionContext.iterator();349-350;org.antlr.v4.runtime.atn.PredictionContext.equals(Object)
Extract Method;method;0.61;76-94;org.antlr.v4.runtime.atn.PredictionContext.fromRuleContext(ATN, RuleContext);140-155;org.antlr.v4.runtime.atn.PredictionContext.fromRuleContext(ATN, RuleContext, boolean)
Change Field Signature;field;0.74;62-62;org.antlr.v4.runtime.atn.PredictionContext.EMPTY_RETURN_STATE;51-51;org.antlr.v4.runtime.atn.PredictionContext.EMPTY_FULL_STATE_KEY
Change Field Signature;field;0.79;55-55;org.antlr.v4.runtime.atn.PredictionContext.EMPTY;47-48;org.antlr.v4.runtime.atn.PredictionContext.EMPTY_FULL
