refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.63;144-192;lombok.AbstractRunTests.compare(String, String, String, List, LinkedHashSet, boolean);131-177;lombok.AbstractRunTests.compare(String, LombokTestSource, String, LinkedHashSet, boolean, boolean)
Change Method Signature;method;0.89;194-213;lombok.AbstractRunTests.compareMessages(String, List, LinkedHashSet);179-198;lombok.AbstractRunTests.compareMessages(String, LombokImmutableList, LinkedHashSet)
