project,mc,git-merge,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j,repo
nasa/mct,11,0,0,2,1,1,0,0,0,0,0,0
rzwitserloot/lombok,18,0,0,4,0,0,0,1,0,0,0,0
voldemort/voldemort,51,0,0,13,3,2,0,2,0,0,0,0
yusuke/twitter4j,7,0,0,1,0,0,0,1,0,0,0,0
antlr/antlr4,13,0,0,3,0,0,0,0,0,0,0,0
