refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Constructor Signature;constructor;0.86;98-115;org.gradle.api.internal.artifacts.repositories.DefaultMavenArtifactRepository.DefaultMavenArtifactRepository(FileResolver, RepositoryTransportFactory, LocallyAvailableResourceFinder, InstantiatorFactory, FileStore, MetaDataParser, GradleModuleMetadataParser, AuthenticationContainer, ImmutableModuleIdentifierFactory, FileStore, FileResourceRepository, FeaturePreviews, MavenMutableModuleMetadataFactory, IsolatableFactory, ObjectFactory);96-112;org.gradle.api.internal.artifacts.repositories.DefaultMavenArtifactRepository.DefaultMavenArtifactRepository(FileResolver, RepositoryTransportFactory, LocallyAvailableResourceFinder, InstantiatorFactory, FileStore, MetaDataParser, GradleModuleMetadataParser, AuthenticationContainer, ImmutableModuleIdentifierFactory, FileStore, FileResourceRepository, MavenMutableModuleMetadataFactory, IsolatableFactory, ObjectFactory)
Change Constructor Signature;constructor;0.98;117-147;org.gradle.api.internal.artifacts.repositories.DefaultMavenArtifactRepository.DefaultMavenArtifactRepository(Transformer, FileResolver, RepositoryTransportFactory, LocallyAvailableResourceFinder, InstantiatorFactory, FileStore, MetaDataParser, GradleModuleMetadataParser, AuthenticationContainer, ImmutableModuleIdentifierFactory, FileStore, FileResourceRepository, FeaturePreviews, MavenMutableModuleMetadataFactory, IsolatableFactory, ObjectFactory);114-143;org.gradle.api.internal.artifacts.repositories.DefaultMavenArtifactRepository.DefaultMavenArtifactRepository(Transformer, FileResolver, RepositoryTransportFactory, LocallyAvailableResourceFinder, InstantiatorFactory, FileStore, MetaDataParser, GradleModuleMetadataParser, AuthenticationContainer, ImmutableModuleIdentifierFactory, FileStore, FileResourceRepository, MavenMutableModuleMetadataFactory, IsolatableFactory, ObjectFactory)
