refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Extract Method;method;0.55;589-593;twitter4j.TwitterImpl.getFollowersList(long, long);605-610;twitter4j.TwitterImpl.getFollowersList(long, long, int)
Extract Method;method;0.55;598-602;twitter4j.TwitterImpl.getFollowersList(String, long);605-610;twitter4j.TwitterImpl.getFollowersList(long, long, int)
