project,mc,git-merge,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j,repo
apache/storm,10,0.029275894165039062,1.4757964611053467,31.01557493209839,254.19792366027832,261.0999574661255,16.59230399131775,68.5250518321991,1.5328214168548584,28.521448850631714,15.186437368392944,
jenkinsci/jenkins,12,0.04568815231323242,1.14158034324646,46.069223165512085,83.0009388923645,89.30568170547485,17.94657039642334,72.73095202445984,1.3259742259979248,37.94959497451782,17.267115831375122,
spring-projects/spring-boot,21,0.07905769348144531,1.2267005443572998,30.88350200653076,62.84547519683838,64.96136164665222,20.666335821151733,110.67785453796387,1.248070478439331,38.2655029296875,12.184430122375488,
google/ExoPlayer,5,0.01692795753479004,0.5096218585968018,13.347090244293213,39.536888122558594,39.94145393371582,8.843099594116211,40.638351917266846,0.6456453800201416,16.373929500579834,8.508613586425781,
elastic/elasticsearch,26,0.06400012969970703,1.572906255722046,53.23842215538025,99.21686840057373,105.87485027313232,27.656033754348755,135.3088550567627,1.2122600078582764,51.83488988876343,18.480961322784424,
apereo/cas,13,0.03498673439025879,0.8808548450469971,28.941171407699585,42.724337100982666,46.11562395095825,13.087329387664795,65.23256969451904,0.5370378494262695,24.50319194793701,5.793794393539429,
junit-team/junit4,4,0.0160214900970459,0.47185754776000977,8.975661277770996,11.672332286834717,10.116291761398315,3.9164938926696777,16.945175170898438,0.27957773208618164,8.32953691482544,2.560842514038086,
xetorthio/jedis,3,0.01658177375793457,0.20744991302490234,7.211012125015259,12.333862066268921,12.819948434829712,3.026432752609253,5.951499938964844,0.3642573356628418,5.375893592834473,2.2068097591400146,
baomidou/mybatis-plus,1,0.01023411750793457,0.26747965812683105,5.466928482055664,3.4704339504241943,3.180964708328247,2.4828085899353027,,0.29357409477233887,3.8045895099639893,4.540963649749756,
skylot/jadx,2,0.01624917984008789,0.15301847457885742,3.845088243484497,8.944429397583008,11.462926387786865,4.55371618270874,18.04089093208313,0.3106825351715088,7.065710544586182,3.287724733352661,
SeleniumHQ/selenium,1,0.0007624626159667969,0.024452686309814453,0.970597505569458,0.8798539638519287,1.0946338176727295,0.3848698139190674,0.8259763717651367,0.009310483932495117,0.35312604904174805,0.17844176292419434,
dropwizard/dropwizard,1,0.001798868179321289,0.08118677139282227,3.509199380874634,,,1.6595616340637207,8.026587963104248,0.08950209617614746,3.7788374423980713,1.1818206310272217,
naver/pinpoint,1,0.0009057521820068359,0.034497976303100586,1.423374891281128,1.773960828781128,2.312889575958252,0.27460598945617676,3.047736883163452,0.022008180618286133,1.2775006294250488,0.17259526252746582,
