project,index,git-merge,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j
google/ExoPlayer,58,0.002752065658569336,0.0841226577758789,4.849853992462158,15.662517309188843,17.17537498474121,2.095853567123413,12.390222787857056,0.3108689785003662,4.53796648979187,2.6883435249328613
google/ExoPlayer,76,0.004748106002807617,0.0698862075805664,,5.91955304145813,4.797360181808472,3.140411615371704,7.708659648895264,0.08525514602661133,3.7031307220458984,2.5593953132629395
google/ExoPlayer,101,0.002086162567138672,0.2465953826904297,4.522354602813721,12.520149230957031,11.674728870391846,2.111769914627075,11.448042154312134,0.14498567581176758,4.774129152297974,2.328428268432617
google/ExoPlayer,108,0.003939390182495117,0.03026723861694336,0.736870288848877,0.6393208503723145,0.80973219871521,0.2180798053741455,1.3012969493865967,0.0077190399169921875,0.4144766330718994,0.12975382804870605
jenkinsci/jenkins,1,0.0018267631530761719,0.07222604751586914,2.4364120960235596,4.233587980270386,6.329863786697388,0.6700236797332764,6.610874891281128,0.041512489318847656,2.6330227851867676,0.6664745807647705
jenkinsci/jenkins,4,0.0012118816375732422,0.1117551326751709,5.835439443588257,8.811764001846313,10.630420923233032,2.5290379524230957,12.33172082901001,0.13905024528503418,4.585169315338135,1.9751944541931152
jenkinsci/jenkins,8,0.01141977310180664,0.14309191703796387,8.188654661178589,21.6448495388031,21.946802377700806,3.399890184402466,17.95780086517334,0.3079707622528076,5.608487606048584,4.254878997802734
jenkinsci/jenkins,29,0.002852916717529297,0.030620098114013672,2.386732578277588,1.9125473499298096,2.767798662185669,1.1299538612365723,5.703566789627075,0.0658869743347168,3.063138723373413,0.31249380111694336
jenkinsci/jenkins,47,0.0047566890716552734,0.08380484580993652,3.9371352195739746,7.98448371887207,7.181840419769287,1.3209195137023926,8.259962320327759,0.1363518238067627,3.26149320602417,1.2188911437988281
jenkinsci/jenkins,59,0.001880645751953125,0.0941920280456543,3.322723150253296,4.465892553329468,4.273730039596558,1.0137534141540527,5.378366708755493,0.04056191444396973,2.258127212524414,0.6414291858673096
jenkinsci/jenkins,161,0.004861116409301758,0.09733390808105469,4.375263452529907,4.656191349029541,6.009004354476929,1.8060622215270996,6.494493722915649,0.07874941825866699,3.801494598388672,0.8803987503051758
jenkinsci/jenkins,162,0.0034847259521484375,0.09885454177856445,2.864716053009033,2.586725950241089,2.9814212322235107,1.0309514999389648,,0.07891726493835449,1.6627445220947266,0.4462094306945801
jenkinsci/jenkins,208,0.004768848419189453,0.06211066246032715,2.750786542892456,2.959505558013916,2.726691484451294,0.871283769607544,4.967876195907593,0.04016757011413574,1.716984510421753,0.5133318901062012
jenkinsci/jenkins,222,0.003815889358520508,0.05945777893066406,2.100747585296631,2.279484272003174,3.0540883541107178,1.1060233116149902,5.026289701461792,0.02585744857788086,2.065690040588379,0.40102267265319824
jenkinsci/jenkins,226,0.003430604934692383,0.11255311965942383,3.768296480178833,4.037588596343994,4.331042051315308,1.3136720657348633,,0.051374197006225586,2.1249783039093018,0.9483442306518555
jenkinsci/jenkins,242,0.0013782978057861328,0.17558026313781738,4.102315902709961,17.42831802368164,17.072978019714355,1.7549989223480225,,0.31957411766052246,5.168264150619507,5.00844669342041
junit-team/junit4,4,0.005430459976196289,0.11372160911560059,4.237401008605957,3.8144140243530273,4.091681241989136,1.2482426166534424,,0.07711982727050781,2.6217126846313477,1.3793363571166992
junit-team/junit4,22,0.006014585494995117,0.24352574348449707,,3.147017002105713,1.4774904251098633,1.4284489154815674,7.253472089767456,0.10116076469421387,2.590489387512207,0.6131706237792969
junit-team/junit4,34,0.0010104179382324219,0.04257917404174805,1.8283839225769043,1.4896175861358643,1.676795482635498,0.6192986965179443,4.2447590827941895,0.024575471878051758,1.1698532104492188,0.20904755592346191
junit-team/junit4,40,0.0035660266876220703,0.07203102111816406,2.9098763465881348,3.2212836742401123,2.8703246116638184,0.6205036640167236,5.446943998336792,0.0767216682434082,1.947481632232666,0.35928797721862793
naver/pinpoint,37,0.0009057521820068359,0.034497976303100586,1.423374891281128,1.773960828781128,2.312889575958252,0.27460598945617676,3.047736883163452,0.022008180618286133,1.2775006294250488,0.17259526252746582
skylot/jadx,0,0.011004447937011719,0.11126542091369629,3.845088243484497,2.5587685108184814,3.1917078495025635,1.2721943855285645,7.546311616897583,0.12219619750976562,2.080514907836914,0.6777570247650146
skylot/jadx,10,0.005244731903076172,0.04175305366516113,,6.385660886764526,8.271218538284302,3.281521797180176,10.494579315185547,0.18848633766174316,4.985195636749268,2.6099677085876465
spring-projects/spring-boot,11,0.008786439895629883,0.07467079162597656,3.699903726577759,3.5760457515716553,4.684079885482788,1.48895263671875,6.032092571258545,0.08440113067626953,2.000964403152466,0.6167879104614258
spring-projects/spring-boot,77,0.0013709068298339844,0.06241440773010254,1.075634241104126,3.608165979385376,2.429569721221924,0.2742643356323242,4.175656318664551,0.05782294273376465,2.2285990715026855,0.26710963249206543
spring-projects/spring-boot,82,0.002696990966796875,0.028105974197387695,,1.3697819709777832,1.8531594276428223,0.46085381507873535,5.156304836273193,0.02851390838623047,0.8932976722717285,0.31732988357543945
spring-projects/spring-boot,122,0.0007579326629638672,0.023670434951782227,1.8053133487701416,0.6014714241027832,1.0885670185089111,0.40577101707458496,5.157867908477783,0.016940832138061523,0.4374239444732666,0.16126728057861328
spring-projects/spring-boot,157,0.0036237239837646484,0.09223628044128418,1.6715166568756104,2.6861531734466553,3.2404727935791016,0.9779655933380127,5.240862846374512,0.05772995948791504,2.159243583679199,0.43819594383239746
spring-projects/spring-boot,176,0.0007252693176269531,0.023072481155395508,0.49810218811035156,0.4958004951477051,0.4475088119506836,0.32752442359924316,0.6482126712799072,0.006420135498046875,0.24808979034423828,0.08041572570800781
spring-projects/spring-boot,198,0.0035839080810546875,0.03275632858276367,2.7068841457366943,3.40134859085083,2.8867361545562744,0.9871964454650879,5.52204442024231,0.04386329650878906,1.916442632675171,0.4255528450012207
spring-projects/spring-boot,201,0.0028464794158935547,0.15971994400024414,3.1387455463409424,6.803563117980957,7.52451491355896,1.608677625656128,8.970765590667725,0.27186155319213867,3.0430376529693604,2.0917673110961914
spring-projects/spring-boot,203,0.005492210388183594,0.07729578018188477,,1.6410083770751953,1.0562212467193604,0.9067585468292236,3.388843536376953,0.017833948135375977,1.2075376510620117,0.21193909645080566
spring-projects/spring-boot,235,0.0020036697387695312,0.08627724647521973,2.481069326400757,3.2628350257873535,2.4690210819244385,1.2924082279205322,5.9964094161987305,0.026053667068481445,2.468993902206421,0.6189906597137451
spring-projects/spring-boot,238,0.0015358924865722656,0.033208370208740234,1.7931797504425049,2.6860504150390625,1.9893484115600586,0.9204835891723633,5.106792211532593,0.019705772399902344,1.2922093868255615,0.2581288814544678
spring-projects/spring-boot,303,0.009415149688720703,0.04887652397155762,,5.229227542877197,6.583463191986084,2.236680746078491,9.349395275115967,0.21286487579345703,3.9718260765075684,1.5316460132598877
spring-projects/spring-boot,370,0.002813100814819336,0.028502464294433594,2.1079177856445312,2.6720190048217773,3.0923843383789062,0.694713830947876,4.662967920303345,0.04344964027404785,1.2134900093078613,0.5991368293762207
spring-projects/spring-boot,381,0.00933694839477539,0.029068946838378906,2.2256789207458496,2.8948776721954346,3.037477731704712,0.9390003681182861,5.849236965179443,0.05573439598083496,1.7232906818389893,0.8116905689239502
spring-projects/spring-boot,397,0.008814573287963867,0.09736156463623047,,5.599116802215576,5.472951412200928,1.7490999698638916,9.945887088775635,0.06098675727844238,3.6854536533355713,1.0404467582702637
spring-projects/spring-boot,408,0.0031828880310058594,0.10729527473449707,,4.169796705245972,3.3180747032165527,1.0629703998565674,5.410828590393066,0.04631996154785156,1.8216052055358887,0.44236207008361816
spring-projects/spring-boot,419,0.003392457962036133,0.027456283569335938,0.608734130859375,1.7084980010986328,2.9564061164855957,0.48990416526794434,,0.012804985046386719,0.5929808616638184,0.42427873611450195
spring-projects/spring-boot,427,0.002956867218017578,0.05718684196472168,2.2420849800109863,2.2306814193725586,3.645940065383911,0.6892783641815186,6.013555288314819,0.06774187088012695,1.8685078620910645,0.4299440383911133
spring-projects/spring-boot,463,0.004024982452392578,0.059782981872558594,2.0969996452331543,3.487178325653076,2.7183899879455566,1.1013576984405518,5.687380313873291,0.026061534881591797,1.4991180896759033,0.47811317443847656
spring-projects/spring-boot,476,0.0007724761962890625,0.048467159271240234,,3.0825796127319336,2.2493081092834473,0.7745733261108398,4.48880672454834,0.038153886795043945,1.6057991981506348,0.560399055480957
spring-projects/spring-boot,558,0.0009248256683349609,0.029274463653564453,2.7317376136779785,1.6392757892608643,2.217766523361206,1.2779006958007812,3.873944044113159,0.052805423736572266,2.387591600418091,0.37892770767211914
xetorthio/jedis,90,0.009763717651367188,0.07080459594726562,2.536807060241699,2.954490900039673,3.0282375812530518,0.5378317832946777,4.854182958602905,0.07724595069885254,1.8666050434112549,0.41943931579589844
xetorthio/jedis,108,0.0059719085693359375,0.10824918746948242,4.032928228378296,8.282362699508667,8.422080755233765,2.1845757961273193,,0.2681858539581299,3.0945615768432617,1.5787432193756104
xetorthio/jedis,109,0.0008461475372314453,0.028396129608154297,0.6412768363952637,1.097008466720581,1.3696300983428955,0.30402517318725586,1.0973169803619385,0.018825531005859375,0.41472697257995605,0.20862722396850586
