refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.66;99-110;org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testOverrideChangeLog();106-117;org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests.testXmlChangeLog()
