refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.81;779-781;org.elasticsearch.action.support.replication.TransportReplicationAction.ReroutePhase.concreteIndex(ClusterState);238-240;org.elasticsearch.action.support.replication.TransportReplicationAction.concreteIndex(ClusterState, ReplicationRequest)
Change Method Signature;method;0.71;788-806;org.elasticsearch.action.support.replication.TransportReplicationAction.ReroutePhase.handleBlockExceptions(ClusterState);242-258;org.elasticsearch.action.support.replication.TransportReplicationAction.blockExceptions(ClusterState, String)
