refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Field Signature;field;0.83;43-43;org.apache.cassandra.cql3.statements.CreateIndexStatement.columnName;43-43;org.apache.cassandra.cql3.statements.CreateIndexStatement.rawColumnName
Change Constructor Signature;constructor;0.94;47-58;org.apache.cassandra.cql3.statements.CreateIndexStatement.CreateIndexStatement(CFName, String, ColumnIdentifier, IndexPropDefs, boolean);47-58;org.apache.cassandra.cql3.statements.CreateIndexStatement.CreateIndexStatement(CFName, String, ColumnIdentifier.Raw, IndexPropDefs, boolean)
