refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Method Signature;method;0.93;49-54;org.springframework.boot.actuate.endpoint.EndpointIdTests.ofWhenContainsInvalidCharThrowsException();49-54;org.springframework.boot.actuate.endpoint.EndpointIdTests.ofWhenContainsSlashThrowsException()
