refactoring_type;node_type;confidence;before_location;before_node;after_location;after_node
Change Constructor Signature;constructor;0.96;85-102;de.metas.ui.web.quickinput.orderline.OrderLineQuickInputDescriptorFactory.OrderLineQuickInputDescriptorFactory(IBPartnerBL, AvailableToPromiseAdapter, AvailableForSaleAdapter, AvailableForSalesConfigRepo, LookupDescriptorProviders, PackingItemProductFieldHelper);92-111;de.metas.ui.web.quickinput.orderline.OrderLineQuickInputDescriptorFactory.OrderLineQuickInputDescriptorFactory(IBPartnerBL, AvailableToPromiseAdapter, AvailableForSaleAdapter, AvailableForSalesConfigRepo, LookupDescriptorProviders, PackingItemProductFieldHelper, UserSession)
