project,index,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j
apache/storm,24,0.12815618515014648,3.2796518802642822,7.572198390960693,6.276747941970825,2.8895821571350098,8.63321828842163,0.06289839744567871,3.135915756225586,7.995737552642822
apache/storm,35,0.14233732223510742,,4.591928720474243,5.572808265686035,2.5107035636901855,6.407905101776123,0.0945134162902832,2.9813318252563477,1.9388110637664795
cometd/cometd,8,0.08635282516479492,1.2901499271392822,2.232938766479492,1.4939265251159668,1.8331098556518555,3.862818956375122,0.029298782348632812,1.0203006267547607,0.2657768726348877
cometd/cometd,34,0.12272310256958008,8.842583656311035,7.726242780685425,6.759146690368652,1.765512228012085,9.047804594039917,0.14234304428100586,3.174797534942627,0.9070775508880615
cometd/cometd,42,0.047212839126586914,1.21897292137146,1.427443504333496,1.1916370391845703,0.9704968929290771,2.553025722503662,0.025337934494018555,0.5921990871429443,0.42964768409729004
cometd/cometd,68,0.11385512351989746,,4.008094549179077,4.6234283447265625,2.6241018772125244,9.308465242385864,0.1627976894378662,2.1196203231811523,1.121382236480713
deeplearning4j/deeplearning4j,19,0.03923225402832031,1.4842331409454346,5.473064422607422,5.726345062255859,1.870704174041748,7.839812755584717,0.11969184875488281,2.2262372970581055,0.7462661266326904
deeplearning4j/deeplearning4j,26,0.10439252853393555,1.5536532402038574,3.0348598957061768,3.435952663421631,1.1753194332122803,5.390243768692017,0.025136470794677734,2.2768585681915283,0.8415827751159668
deeplearning4j/deeplearning4j,31,0.12463188171386719,2.634474277496338,6.349505186080933,5.899073600769043,1.2920758724212646,9.368771314620972,0.32217955589294434,3.6109235286712646,1.9745938777923584
deeplearning4j/deeplearning4j,36,0.1804802417755127,2.7965633869171143,4.79927396774292,4.8953375816345215,3.901526689529419,,0.3760848045349121,2.9194741249084473,16.41794204711914
deeplearning4j/deeplearning4j,57,0.046034812927246094,24.074907541275024,6.5886876583099365,5.681596755981445,7.462913274765015,7.52669620513916,0.24105501174926758,3.802734851837158,4.529334306716919
deeplearning4j/deeplearning4j,64,0.23618245124816895,5.909118413925171,12.900045394897461,13.779669046401978,4.139021873474121,12.698404312133789,0.4979372024536133,4.5085694789886475,3.4953274726867676
deeplearning4j/deeplearning4j,68,0.1533193588256836,,3.233940362930298,3.7071070671081543,3.8967461585998535,11.394880294799805,0.41492748260498047,5.649124622344971,3.7337329387664795
elasticsearch/elasticsearch,2,0.18274164199829102,5.681867361068726,8.12751841545105,6.547075986862183,2.0976221561431885,13.67231559753418,0.32747697830200195,4.008788347244263,2.2978720664978027
elasticsearch/elasticsearch,6,0.0322113037109375,,4.44220757484436,3.6329739093780518,1.873514175415039,4.999001502990723,0.04956769943237305,3.0741164684295654,0.7368717193603516
elasticsearch/elasticsearch,22,0.09197354316711426,,2.95839262008667,3.586406707763672,1.0157086849212646,5.1175596714019775,0.0576634407043457,1.5282304286956787,0.7214055061340332
elasticsearch/elasticsearch,48,0.08276653289794922,,8.882581949234009,12.836235284805298,6.041056156158447,12.132017612457275,0.2251896858215332,5.602879047393799,4.515751838684082
elasticsearch/elasticsearch,69,0.1733536720275879,,13.238156795501709,15.444636344909668,4.410625696182251,15.464439630508423,0.35505199432373047,4.96424412727356,7.210770845413208
elasticsearch/elasticsearch,75,0.16478610038757324,8.966313123703003,50.91121196746826,48.26710104942322,2.881986618041992,19.255364656448364,0.7456212043762207,6.717071294784546,4.678591966629028
elasticsearch/elasticsearch,102,0.048921823501586914,2.702242612838745,3.207509994506836,4.11646580696106,1.4420595169067383,6.004556655883789,0.05457353591918945,2.0630850791931152,0.5434105396270752
elasticsearch/elasticsearch,177,0.1059563159942627,,9.88741421699524,9.761138916015625,2.8724465370178223,7.352499961853027,0.15239930152893066,3.858382225036621,1.6826703548431396
elasticsearch/elasticsearch,181,0.05078935623168945,0.5437185764312744,1.2127659320831299,1.568432331085205,0.35826683044433594,1.2108681201934814,0.04363131523132324,0.7287962436676025,0.3167233467102051
elasticsearch/elasticsearch,192,0.03664064407348633,,4.520493745803833,5.757303953170776,2.814713954925537,4.8255321979522705,0.09060788154602051,1.9750587940216064,0.7614402770996094
elasticsearch/elasticsearch,226,0.1459503173828125,10.770230531692505,126.6178092956543,120.64497423171997,3.4703638553619385,20.960400819778442,1.1620686054229736,7.805463790893555,5.795485496520996
elasticsearch/elasticsearch,236,0.0377810001373291,1.6215825080871582,6.81609320640564,8.603116273880005,1.7042458057403564,11.26187801361084,0.16628789901733398,3.4046809673309326,1.0166819095611572
elasticsearch/elasticsearch,262,0.06572628021240234,1.8446133136749268,2.090970993041992,2.8034589290618896,2.4584743976593018,5.219538450241089,0.06413102149963379,1.7967243194580078,0.6760916709899902
elasticsearch/elasticsearch,298,0.14278841018676758,,8.260921239852905,8.819817543029785,2.501478910446167,8.719088315963745,0.18800616264343262,3.490952730178833,5.027534246444702
elasticsearch/elasticsearch,299,0.05394935607910156,,3.5885062217712402,4.7757487297058105,2.7081069946289062,5.00524377822876,0.10471272468566895,1.9254095554351807,0.9665117263793945
elasticsearch/elasticsearch,307,0.08631467819213867,1.803673267364502,2.6706371307373047,2.605527877807617,1.8628790378570557,5.434725284576416,0.13120746612548828,2.4000818729400635,0.4324638843536377
elasticsearch/elasticsearch,323,0.041738271713256836,2.1483137607574463,2.0195059776306152,1.9131300449371338,0.6755988597869873,3.914363384246826,0.09006762504577637,1.841118335723877,4.670632839202881
elasticsearch/elasticsearch,350,0.10323262214660645,2.1566250324249268,1.5390582084655762,2.211911201477051,0.4082460403442383,4.845074415206909,0.058330535888671875,1.7881684303283691,0.5317556858062744
elasticsearch/elasticsearch,396,0.027785539627075195,0.5265653133392334,0.8461308479309082,0.8705048561096191,0.45602917671203613,1.8648407459259033,0.008682966232299805,0.7038896083831787,0.2170422077178955
elasticsearch/elasticsearch,400,0.04820728302001953,0.9440622329711914,2.2619988918304443,3.056990146636963,1.1479299068450928,4.39422607421875,0.10792946815490723,2.6014187335968018,0.8626492023468018
excilys/androidannotations,12,0.05001235008239746,1.8956623077392578,1.863114595413208,3.021728515625,1.0487298965454102,2.7962756156921387,0.0032079219818115234,0.8245596885681152,0.13094282150268555
gradle/gradle,36,0.10533905029296875,,1.5525169372558594,1.6081914901733398,2.4114484786987305,9.626908540725708,0.2866995334625244,3.980725049972534,2.5788934230804443
gradle/gradle,50,0.07414650917053223,,4.3402698040008545,3.578199625015259,2.7353267669677734,7.398825645446777,0.0779426097869873,1.92258882522583,1.1603832244873047
gradle/gradle,72,0.03500771522521973,,3.788039207458496,3.904226779937744,0.800635814666748,3.1931772232055664,0.03927803039550781,1.8786120414733887,0.40346240997314453
gradle/gradle,105,0.1945652961730957,,10.928863048553467,11.353852033615112,5.015627145767212,13.746991872787476,0.1660454273223877,4.197991132736206,3.9037137031555176
gradle/gradle,122,0.08972024917602539,,2.2039828300476074,2.2318525314331055,2.8736703395843506,4.342509746551514,0.054505109786987305,1.892510175704956,0.3828864097595215
gradle/gradle,128,0.09658551216125488,1.323894739151001,2.4005672931671143,2.231675863265991,2.0967295169830322,4.0061938762664795,0.02815842628479004,1.377720594406128,0.4712696075439453
gradle/gradle,136,0.0900273323059082,3.8662068843841553,0.815338134765625,1.4338912963867188,2.5694949626922607,2.929021120071411,0.024282217025756836,1.2595982551574707,0.5776097774505615
iFixit/iFixitAndroid,3,0.07981443405151367,3.2811176776885986,3.3018953800201416,3.8799867630004883,2.402631998062134,6.382371187210083,0.07260370254516602,2.7533814907073975,2.6472530364990234
javaparser/javaparser,0,0.24867582321166992,2.9513494968414307,192.75448179244995,178.25980401039124,2.6713733673095703,17.112656116485596,1.0699965953826904,4.985343933105469,4.853023052215576
javaparser/javaparser,26,0.06543183326721191,3.3289201259613037,4.24079442024231,4.005423545837402,1.6535918712615967,,0.04485368728637695,2.0675015449523926,0.880958080291748
owncloud/android,30,0.05927586555480957,1.480217695236206,2.424915313720703,2.0357203483581543,1.1846520900726318,3.3015942573547363,0.008397579193115234,0.993096113204956,0.39153051376342773
realm/realm-java,44,0.24905061721801758,,,18.246650457382202,4.819796562194824,11.666805028915405,0.4362335205078125,4.645361661911011,5.029799461364746
