project,index,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j,repo
apache/cassandra,286,1.0,,0.9932301740812379,0.9932301740812379,0.9985387238188017,0.9917834702754954,0.9990262901655307,0.9995133819951338,0.996116504854369,1.0
apache/cassandra,321,0.7198795180722891,0.9028727770177839,0.8991825613079019,0.8991825613079019,0.8919288645690835,0.9308885754583921,0.9028727770177839,0.995475113122172,0.9267605633802817,1.0
apache/cassandra,330,0.9974358974358974,0.9839757470766566,0.9910828025477707,0.9910828025477707,0.9839757470766566,0.9936251593710157,0.9974358974358974,0.9799231097821444,0.9974358974358974,1.0
apache/cassandra,339,0.9286109573879358,0.8555858310626703,0.8584779706275033,0.8579052701801201,0.854421768707483,,0.8555858310626703,0.9003389830508475,0.8313782991202346,1.0
apache/cassandra,343,0.9922325231771486,,,0.978601997146933,0.9684444994431383,0.9801734820322181,0.9906191369606003,0.9907407407407407,0.9850224663005491,1.0
apache/cassandra,367,0.997808619430241,,,0.9596774193548387,0.9257091400270149,0.9669234254644313,0.9726526891522334,0.9826007326007326,0.9801385681293302,1.0
apache/cassandra,466,1.0,,0.9910170035290343,0.9910170035290343,0.9971879202836532,0.9922879177377892,1.0,0.8771748492678725,1.0,1.0
apache/cassandra,485,0.9908893709327549,,0.9812621150118458,0.9812621150118458,0.9862834748530372,0.9880043620501636,0.9869678540399652,0.9344573234984194,0.9844155844155844,1.0
apache/cassandra,490,0.9725971370143149,0.9725971370143149,0.9698205546492659,0.9698205546492659,0.9725971370143149,0.9710085749285423,0.966530612244898,0.9725971370143149,0.9725971370143149,1.0
apache/cassandra,576,0.9935379644588045,0.9935379644588045,0.9914024717893606,0.9787798408488063,0.9914024717893606,0.9900724443251945,0.9935379644588045,0.9935379644588045,0.9902755267423015,1.0
apache/cassandra,611,1.0,,0.9902374084757044,0.9897981814149479,0.9975391498881432,0.9894596693664707,0.99776885319054,0.9972132426708282,0.9947643979057592,1.0
apache/cassandra,655,0.9866431173418699,0.9587982832618026,0.9415185783521809,0.9436348049721389,0.9662775616083009,0.9709270433351618,0.9663189917427205,0.9683845820701602,0.9292615213770128,1.0
apache/cassandra,684,1.0,,0.9937511834879758,0.9937511834879758,0.9983151635282458,0.9917261416029811,1.0,1.0,1.0,1.0
apache/cassandra,704,0.9988409828465461,1.0,0.9906563617487599,0.9906563617487599,0.9997683576557794,1.0,1.0,1.0,0.9958381502890173,1.0
apache/cassandra,708,0.9578947368421052,,0.9163179916317992,0.8950159066808059,0.9568034557235421,0.9368421052631579,0.976545842217484,0.9786780383795309,0.9490445859872612,1.0
apache/cassandra,733,0.9987687761635066,,0.9870826224713625,0.9870826224713625,0.9790588814979059,0.9801452784503631,0.9987687761635066,0.9987687761635066,0.9992612656981039,1.0
apache/cassandra,741,0.9418604651162791,0.9461077844311377,0.9271137026239067,0.9252873563218391,0.9461077844311377,0.9520958083832335,0.9520958083832335,0.9418604651162791,0.9418604651162791,1.0
apache/cassandra,761,0.9987146529562982,0.9987146529562982,0.9788867562380038,0.9703989703989704,0.9980732177263969,0.9866666666666667,1.0,1.0,1.0,1.0
apache/cassandra,764,1.0,,0.9555153239363766,,0.9994121873163085,0.9762868710237131,1.0,0.9998693322879917,1.0,1.0
apache/cassandra,779,0.9532163742690059,,0.9247467438494935,0.9247467438494935,0.9673758865248226,0.9683321604503871,0.9993011879804332,0.98005698005698,0.98005698005698,1.0
apache/cassandra,808,0.988976377952756,,0.9683885890516577,0.9683885890516577,1.0,0.9897557131599685,0.977431906614786,0.977431906614786,0.9743589743589743,1.0
apache/cassandra,879,1.0,,0.9868920087830195,0.9863633339985366,0.9995976394849786,0.9675856198022396,0.9998658618376928,0.9997987792608491,0.9956507193041151,1.0
apache/cassandra,911,0.9972850678733032,,0.9869545659019343,0.9759786476868327,0.9791018230324589,,0.9861297539149888,0.9861297539149888,0.9825815096025011,1.0
apache/cassandra,957,1.0,1.0,0.9973907371167645,0.9973907371167645,0.9993464052287582,0.9925300422215005,1.0,1.0,1.0,1.0
apache/cassandra,976,0.9930518439337253,0.9783080260303688,0.9894179894179894,0.9894179894179894,0.9783080260303688,0.9962706446457112,0.9783080260303688,0.9930961232076474,0.9930961232076474,1.0
apache/cassandra,986,0.9993041057759221,0.979304070957471,0.9800842153180835,0.9800842153180835,0.9768924302788845,0.9996519317786287,0.979304070957471,0.9835616438356164,0.9838949171901771,1.0
apache/storm,6,0.9940688018979834,0.9976359338061466,0.9870435806831567,0.9870435806831567,0.9976359338061466,0.9900176159718145,0.9976359338061466,0.9976359338061466,0.9976359338061466,1.0
apache/storm,24,0.9934687953555879,0.9956521739130435,0.9876811594202899,0.9876811594202899,0.9942112879884226,0.9887965305384894,0.9934687953555879,0.9934687953555879,0.9934687953555879,1.0
apache/storm,35,1.0,,0.9561886521426861,0.9561886521426861,0.9772672888250777,0.9959164064376651,1.0,0.9764341823375386,1.0,1.0
cometd/cometd,8,1.0,1.0,1.0,1.0,0.9945945945945946,1.0,1.0,1.0,1.0,1.0
cometd/cometd,34,0.9973045822102425,0.9854721549636803,1.0,1.0,0.9987890530394768,0.9968636911942099,0.9594530881659594,0.9983046742552676,0.9987890530394768,1.0
cometd/cometd,42,0.9930786977698026,0.22515635858234886,1.0,0.9907312049433573,0.22515635858234886,0.9782082324455206,0.22515635858234886,0.9982644914960084,0.9982644914960084,1.0
cometd/cometd,68,0.9902574808629089,,0.9448183041722745,0.9448183041722745,0.9163901791639018,0.9622706818968502,0.9116961012995668,0.8715775749674055,0.8704740574841359,1.0
deeplearning4j/deeplearning4j,19,0.9871668311944719,0.9792490118577075,0.9778869778869779,0.9778869778869779,0.9812252964426877,0.9847815414825725,0.9812623274161736,0.9817823732151649,0.9861523244312562,1.0
deeplearning4j/deeplearning4j,26,0.9484536082474226,0.9509043927648578,0.9509043927648578,0.9509043927648578,0.913151364764268,0.9457364341085271,0.9509043927648578,0.9509043927648578,0.9509043927648578,1.0
deeplearning4j/deeplearning4j,31,0.9014202172096909,1.0,0.9982918959954451,0.9982918959954451,0.999714910196712,0.9949796343658236,1.0,1.0,1.0,1.0
deeplearning4j/deeplearning4j,36,0.9988340458608628,0.9842972041363462,0.9322033898305084,0.8801600290961993,0.9148069085969338,,1.0,1.0,0.999222092570984,1.0
deeplearning4j/deeplearning4j,57,0.9882903981264637,0.9861138274985332,0.9861138274985332,0.9861138274985332,0.9861138274985332,0.9816692667706708,0.9861138274985332,0.9890795631825273,0.988469806527262,1.0
deeplearning4j/deeplearning4j,64,0.9997015816174276,0.9997015816174276,0.9852012628255722,0.9843966028046612,0.9987073680023864,0.9986080731755816,0.9997015816174276,0.9997015816174276,0.998211091234347,1.0
deeplearning4j/deeplearning4j,68,1.0,,0.9859531772575251,0.9859531772575251,0.998844598497978,0.9919647981633825,1.0,0.9999036887219493,0.9986525505293552,1.0
elasticsearch/elasticsearch,2,0.9577197149643706,0.8226865671641791,0.8649049881235155,0.8333094041636755,0.8619799139167862,0.9469414246308616,0.7377293009419931,0.8948698884758365,0.7868217054263565,1.0
elasticsearch/elasticsearch,6,1.0,,0.9986194201564658,0.9986194201564658,0.947935368043088,0.9995393827729157,1.0,1.0,1.0,1.0
elasticsearch/elasticsearch,22,0.9872122762148338,,0.9872122762148338,0.9872122762148338,0.958498023715415,0.9911504424778761,0.9949238578680203,0.9949238578680203,0.988621997471555,1.0
elasticsearch/elasticsearch,48,1.0,,0.9890480202190396,0.9915248754609562,0.9584766271812508,0.9925329306149845,1.0,1.0,1.0,1.0
elasticsearch/elasticsearch,69,0.9959704007619605,,0.9959810010960906,0.9959810010960906,0.9505252456794308,0.9898975216222109,0.9963380694302036,0.9948920023350847,0.9995605683316244,1.0
elasticsearch/elasticsearch,75,0.9997945346209164,0.9173300673606859,0.9987995198079231,0.9987995198079231,0.942256887658825,0.9993319973279893,0.942256887658825,1.0,1.0,1.0
elasticsearch/elasticsearch,102,1.0,1.0,0.9981751824817519,0.9981751824817519,1.0,1.0,1.0,1.0,1.0,1.0
elasticsearch/elasticsearch,177,0.9800721199468589,,0.9585148702405759,0.9585148702405759,0.9781825080629861,0.9669421487603306,0.9804591159172833,0.9804591159172833,0.9804591159172833,1.0
elasticsearch/elasticsearch,181,0.9220489977728286,0.9131403118040089,0.8455284552845529,0.8455284552845529,0.92,0.9220489977728286,0.9131403118040089,0.9220489977728286,0.9220489977728286,1.0
elasticsearch/elasticsearch,192,0.9983136593591906,,0.9966216216216216,0.9532871972318339,0.9949409780775716,0.925255704169945,0.9983136593591906,0.9932203389830508,0.9966216216216216,1.0
elasticsearch/elasticsearch,226,0.9814060952800088,0.7734998265695456,0.7615417929839757,0.7615417929839757,0.9962028143846325,0.7670478974976352,0.7670478974976352,0.7734998265695456,0.7734998265695456,1.0
elasticsearch/elasticsearch,236,0.9881672363923218,0.9694774961200207,0.9624376149198844,0.9624376149198844,0.962351727694688,0.9558748075936377,0.9694774961200207,0.9881672363923218,0.9926238145416227,1.0
elasticsearch/elasticsearch,262,0.972972972972973,0.9830985915492958,0.9830985915492958,0.9830985915492958,1.0,0.9428989751098097,0.9444444444444444,0.9830985915492958,0.9551374819102749,1.0
elasticsearch/elasticsearch,298,0.9996887643946467,,0.8687150837988827,0.8747931605074463,0.8796552105204996,0.9965849115181621,1.0,0.8771686328938237,1.0,1.0
elasticsearch/elasticsearch,299,0.9992101997066456,,0.9789192399049881,0.9714537963507945,0.9965829742980241,0.9911137440758294,0.99776885319054,0.9973206311402203,1.0,1.0
elasticsearch/elasticsearch,307,1.0,1.0,1.0,1.0,1.0,0.9945115257958288,1.0,1.0,1.0,1.0
elasticsearch/elasticsearch,323,0.9995557529986673,0.9991119005328597,0.8992042440318302,0.8992042440318302,0.9986684420772304,0.9964570416297609,0.9991119005328597,0.9991119005328597,0.9955673758865248,1.0
elasticsearch/elasticsearch,350,0.9856733524355301,0.9856733524355301,0.8338028169014085,0.8338028169014085,0.9717514124293786,0.9828571428571429,0.9856733524355301,0.9856733524355301,0.997134670487106,1.0
elasticsearch/elasticsearch,396,0.9912170639899623,1.0,1.0,0.9912170639899623,0.995,0.9987577639751553,1.0,1.0,1.0,1.0
elasticsearch/elasticsearch,400,0.9048514479127492,0.9647860658841348,0.9253174010455564,0.9273408239700375,0.887883008356546,0.9647860658841348,0.9484615384615385,0.6924926529521774,0.9700374531835206,1.0
excilys/androidannotations,12,0.9749631811487481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gradle/gradle,36,0.9981804003119313,,0.9971435990651779,0.9887640449438202,0.9659819227608875,0.9984399375975039,0.9984399375975039,0.9984399375975039,0.9984399375975039,1.0
gradle/gradle,50,1.0,,0.9838709677419355,0.9838709677419355,0.9812734082397003,0.9970631424375918,1.0,1.0,1.0,1.0
gradle/gradle,72,0.9828767123287672,,1.0,1.0,1.0,0.9974789915966387,1.0,1.0,1.0,1.0
gradle/gradle,105,0.9993385368434978,,0.9982811053814624,0.9982811053814624,0.9982820140081935,0.9974924112445559,0.9994710394075641,0.9994710394075641,0.9960411718131433,1.0
gradle/gradle,122,0.9565217391304348,,0.12290502793296089,0.1037567084078712,0.9206349206349206,0.8656716417910447,0.12087912087912088,0.7674418604651163,0.9565217391304348,1.0
gradle/gradle,128,0.9298043728423475,0.9989235737351991,0.9298043728423475,0.9989235737351991,0.9809725158562368,0.9989235737351991,0.9989235737351991,0.9989235737351991,0.9989235737351991,1.0
gradle/gradle,136,0.9764851485148515,0.9089494163424124,0.9027237354085603,0.9027237354085603,0.966996699669967,0.8657534246575342,0.9693454846727423,0.9789303079416531,0.9902755267423015,1.0
iFixit/iFixitAndroid,3,0.9924146649810367,0.9924146649810367,0.9924146649810367,0.9924146649810367,0.9886649874055415,0.994343180389692,1.0,0.9924146649810367,1.0,1.0
javaparser/javaparser,0,1.0,0.9922224840914448,0.9898277179984712,0.9898277179984712,0.9922224840914448,0.9921640252165204,0.9838738259790891,0.9893079544119375,0.9956207835246774,1.0
javaparser/javaparser,26,0.9986282578875172,0.9848554382744378,0.972072072072072,0.972072072072072,0.4888888888888889,,0.9995431703974418,0.9995431703974418,0.9791477787851315,1.0
owncloud/android,30,0.9985652797704447,0.7904761904761904,0.9957203994293866,0.9957203994293866,0.5287081339712919,0.9957203994293866,1.0,0.7692307692307693,1.0,1.0
realm/realm-java,44,0.9544034978138664,,,0.9483766637641498,0.7900054122316436,0.9344924696951145,0.9344924696951145,0.9236928302802377,0.9510524349234026,1.0
