Engine,Parsed,Conflict-free,Repo-consistent,Failed,Time,mc
imediff,76,33,17,0,12.546812534332275,100
jfstmerge,55,14,8,42,185.71114349365234,100
jdime,95,33,7,5,1014.4593691825867,100
automergeptm,87,48,7,2,1019.0360069274902,100
intellimerge,43,30,7,0,281.3781998157501,100
spork,89,54,5,7,803.2968194484711,100
mergiraf,98,41,23,0,21.389031410217285,100
mastery,97,42,20,0,315.85473132133484,100
d3j,100,46,28,0,284.251003742218,100
repo,100,100,100,0,0.0,100
