project,index,imediff,jfstmerge,jdime,automergeptm,intellimerge,spork,mergiraf,mastery,d3j,repo
apache/cassandra,761,0.0012853470437017994,0.0012853470437017994,0.02570694087403599,0.04302477183833116,0.002570694087403599,0.02570694087403599,0.0,0.0,0.0,0.0
apache/cassandra,764,0.0,,0.026264210113680908,,0.0009146739840585392,0.03622335556427357,0.0,0.00013066771200836272,0.0,0.0
apache/cassandra,779,0.09815950920245399,,0.1173780487804878,0.1173780487804878,0.050872093023255814,0.06386066763425254,0.0013986013986013986,0.040697674418604654,0.040697674418604654,0.0
apache/cassandra,808,0.022292993630573247,,0.06528662420382166,0.06528662420382166,0.0,0.020700636942675158,0.04617834394904458,0.04617834394904458,0.050955414012738856,0.0
apache/cassandra,879,0.0,,0.02026029786663089,0.021065342814973836,0.0008050449483429492,0.06455097906819716,0.00026831231553528306,0.0004025224741714746,0.0068419640461497185,0.0
apache/cassandra,911,0.0054446460980036296,,0.019963702359346643,0.0426497277676951,0.03989120580235721,,0.028130671506352088,0.028130671506352088,0.03357531760435572,0.0
apache/cassandra,957,0.0,0.0,0.005232177894048398,0.005232177894048398,0.0013080444735120995,0.014388489208633094,0.0,0.0,0.0,0.0
apache/cassandra,976,0.013993541442411194,0.04434589800443459,0.0213903743315508,0.0213903743315508,0.04434589800443459,0.0074866310160427805,0.04434589800443459,0.013903743315508022,0.013903743315508022,0.0
apache/cassandra,986,0.001392757660167131,0.04202461109821221,0.04015784586815228,0.04015784586815228,0.044873285282492445,0.0006963788300835655,0.04202461109821221,0.033426183844011144,0.032737404225679126,0.0
apache/storm,6,0.011933174224343675,0.004739336492890996,0.015402843601895734,0.015402843601895734,0.004739336492890996,0.018957345971563982,0.004739336492890996,0.004739336492890996,0.004739336492890996,0.0
apache/storm,24,0.012408759124087591,0.008733624454148471,0.017518248175182483,0.017518248175182483,0.011644832605531296,0.021167883211678833,0.012408759124087591,0.012408759124087591,0.012408759124087591,0.0
apache/storm,35,0.0,,0.023625843780135006,0.023625843780135006,0.029055690072639227,0.007714561234329798,0.0,0.02700096432015429,0.0,0.0
cometd/cometd,8,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0
cometd/cometd,34,0.005405405405405406,0.0048520135856380394,0.0,0.0,0.0024248302618816685,0.0062923523717328175,0.059194565744784086,0.002909796314258002,0.0024248302618816685,0.0
cometd/cometd,42,0.013939081053175014,0.017433751743375175,0.0,0.018711018711018712,0.017433751743375175,0.009715475364330326,0.017433751743375175,0.0034770514603616135,0.0034770514603616135,0.0
cometd/cometd,68,0.015395381385584325,,0.07018763029881862,0.07018763029881862,0.13104414856341975,0.020237264480111653,0.13202247191011235,0.20623671155209072,0.1748987854251012,0.0
deeplearning4j/deeplearning4j,19,0.01890547263681592,0.028942115768463075,0.03792415169660679,0.03792415169660679,0.02694610778443114,0.028855721393034824,0.03093812375249501,0.03090727816550349,0.023976023976023976,0.0
deeplearning4j/deeplearning4j,26,0.09090909090909091,0.0855614973262032,0.0855614973262032,0.0855614973262032,0.1711229946524064,0.09090909090909091,0.0855614973262032,0.0855614973262032,0.0855614973262032,0.0
deeplearning4j/deeplearning4j,31,0.21872103799814643,0.0,0.0034220532319391636,0.0034220532319391636,0.0005703422053231939,0.008555133079847909,0.0,0.0,0.0,0.0
deeplearning4j/deeplearning4j,36,0.0023346303501945525,0.031906614785992216,0.028804982483456597,0.1483067341377968,0.005836575875486381,,0.0,0.0,0.0011673151750972762,0.0
deeplearning4j/deeplearning4j,57,0.017695635076681086,0.022116903633491312,0.022116903633491312,0.022116903633491312,0.022116903633491312,0.033663366336633666,0.022116903633491312,0.017288801571709235,0.020915548539857932,0.0
deeplearning4j/deeplearning4j,64,0.0005970149253731343,0.0005970149253731343,0.020708880923934688,0.022341911031318572,0.001990049751243781,0.0021890547263681594,0.0005970149253731343,0.0005970149253731343,0.001988862370723946,0.0
deeplearning4j/deeplearning4j,68,0.0,,0.019468003084040092,0.019468003084040092,0.001541128876902331,0.015026006549797726,0.0,0.00019264110961279138,0.002119052205740705,0.0
elasticsearch/elasticsearch,2,0.02968400893712097,0.2371879106438896,0.15279974691553305,0.23609787098824278,0.22429610882632078,0.09032692955847657,0.15481611208406304,0.14710534640936412,0.31048387096774194,0.0
elasticsearch/elasticsearch,6,0.0,,0.0027649769585253456,0.0027649769585253456,0.10984848484848485,0.0009216589861751152,0.0,0.0,0.0,0.0
elasticsearch/elasticsearch,22,0.025906735751295335,,0.025906735751295335,0.025906735751295335,0.0865979381443299,0.017857142857142856,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.0
elasticsearch/elasticsearch,48,0.0,,0.006582278481012658,0.017095132454652225,0.08664451827242525,0.013846673421141506,0.0,0.0,0.0,0.0
elasticsearch/elasticsearch,69,0.0016129032258064516,,0.006298520580049803,0.006298520580049803,0.10409982174688057,0.018466950021984466,0.0008791208791208791,0.008349201699135785,0.0004394316683755676,0.0
elasticsearch/elasticsearch,75,0.0004110152075626798,0.1802403204272363,0.002136181575433912,0.002136181575433912,0.12256341789052069,0.001336898395721925,0.12256341789052069,0.0,0.0,0.0
elasticsearch/elasticsearch,102,0.0,0.0,0.003656307129798903,0.003656307129798903,0.0,0.0,0.0,0.0,0.0,0.0
elasticsearch/elasticsearch,177,0.036265432098765434,,0.04163454124903624,0.04163454124903624,0.03777949113338473,0.06136626785025087,0.03546646106399383,0.03546646106399383,0.03546646106399383,0.0
elasticsearch/elasticsearch,181,0.10232558139534884,0.11162790697674418,0.2916666666666667,0.2916666666666667,0.10697674418604651,0.10232558139534884,0.11162790697674418,0.10232558139534884,0.10232558139534884,0.0
elasticsearch/elasticsearch,192,0.0033783783783783786,,0.006779661016949152,0.08453237410071943,0.010169491525423728,0.15202702702702703,0.0033783783783783786,0.013651877133105802,0.006779661016949152,0.0
elasticsearch/elasticsearch,226,0.03789237668161435,0.5856502242152466,0.5908071748878924,0.5908071748878924,0.007623318385650224,0.6073991031390135,0.6073991031390135,0.5856502242152466,0.5856502242152466,0.0
elasticsearch/elasticsearch,236,0.013720316622691292,0.043753294675803904,0.016886543535620052,0.016886543535620052,0.05324196099103848,0.06592827004219409,0.043753294675803904,0.013720316622691292,0.003161222339304531,0.0
elasticsearch/elasticsearch,262,0.05555555555555555,0.034383954154727794,0.034383954154727794,0.034383954154727794,0.0,0.06906906906906907,0.0658682634730539,0.034383954154727794,0.04398826979472141,0.0
elasticsearch/elasticsearch,298,0.0006226650062266501,,0.26968068289598485,0.25886745488487867,0.2736180904522613,0.006540018685767673,0.0,0.24237710018668326,0.0,0.0
elasticsearch/elasticsearch,299,0.0015808491418247517,,0.01582089552238806,0.030998509687034277,0.006557377049180328,0.015806740232627497,0.004172876304023845,0.005373134328358209,0.0,0.0
elasticsearch/elasticsearch,307,0.0,0.0,0.0,0.0,0.0,0.011037527593818985,0.0,0.0,0.0,0.0
elasticsearch/elasticsearch,323,0.0008888888888888889,0.0017777777777777779,0.018666666666666668,0.018666666666666668,0.0026666666666666666,0.0071111111111111115,0.0017777777777777779,0.0017777777777777779,0.0071111111111111115,0.0
elasticsearch/elasticsearch,350,0.017241379310344827,0.017241379310344827,0.08620689655172414,0.08620689655172414,0.04597701149425287,0.022988505747126436,0.017241379310344827,0.017241379310344827,0.005747126436781609,0.0
elasticsearch/elasticsearch,396,0.017721518987341773,0.0,0.0,0.017721518987341773,0.010050251256281407,0.0024875621890547263,0.0,0.0,0.0,0.0
elasticsearch/elasticsearch,400,0.07292474786656322,0.0671875,0.07175925925925926,0.06718146718146718,0.22987616099071206,0.0671875,0.08287292817679558,0.8881172839506173,0.06095679012345679,0.0
excilys/androidannotations,12,0.0513595166163142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gradle/gradle,36,0.002081165452653486,,0.004162330905306972,0.022727272727272728,0.07043211976862879,0.0015608740894901144,0.0015608740894901144,0.0015608740894901144,0.0015608740894901144,0.0
gradle/gradle,50,0.0,,0.011764705882352941,0.011764705882352941,0.03816793893129771,0.004411764705882353,0.0,0.0,0.0,0.0
gradle/gradle,72,0.03484320557491289,,0.0,0.0,0.0,0.004208754208754209,0.0,0.0,0.0,0.0
gradle/gradle,105,0.0013238019592268996,,0.0029123643102991793,0.0029123643102991793,0.003441885093989939,0.004761904761904762,0.0007936507936507937,0.0007936507936507937,0.006349206349206349,0.0
gradle/gradle,122,0.09090909090909091,,14.272727272727273,14.969696969696969,0.1724137931034483,0.3103448275862069,14.545454545454545,0.6060606060606061,0.09090909090909091,0.0
gradle/gradle,128,0.15099009900990099,0.0021551724137931034,0.15099009900990099,0.0021551724137931034,0.03879310344827586,0.0021551724137931034,0.0021551724137931034,0.0021551724137931034,0.0021551724137931034,0.0
gradle/gradle,136,0.048162230671736375,0.09577922077922078,0.10227272727272728,0.10227272727272728,0.05922165820642978,0.3018867924528302,0.05602716468590832,0.012987012987012988,0.011363636363636364,0.0
iFixit/iFixitAndroid,3,0.007585335018963337,0.007585335018963337,0.007585335018963337,0.007585335018963337,0.015170670037926675,0.011378002528445006,0.0,0.007585335018963337,0.0,0.0
javaparser/javaparser,0,0.0,0.015676959619952493,0.020190023752969122,0.020190023752969122,0.015676959619952493,0.015795724465558193,0.012232779097387174,0.02161520190023753,0.007125890736342043,0.0
javaparser/javaparser,26,0.0027472527472527475,0.023148148148148147,0.05648148148148148,0.05648148148148148,2.090909090909091,,0.0009140767824497258,0.0009140767824497258,0.032080659945004586,0.0
owncloud/android,30,0.0028735632183908046,0.4393063583815029,0.008595988538681949,0.008595988538681949,0.41786743515850144,0.008595988538681949,0.0,0.5071633237822349,0.0,0.0
realm/realm-java,44,0.04194204372140315,,,0.05573937388648511,0.5316282256222882,0.08663617886178862,0.08663617886178862,0.10766886744540376,0.05082592121982211,0.0
